Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
539,Sawk,Fg,3,Reverse,,62/114,blackandwhitebaseset,Naoki Saito,,,
551,Sandile,Fg,1,,,63/114,blackandwhitebaseset,Naoyo Kimura,,,
552,Krokorok,Fg,2,,,64/114,blackandwhitebaseset,Kouki Saitou,,,
559,Scraggy,D,1,,,68/114,blackandwhitebaseset,Masakazu Fukuda,,,
560,Scrafty,D,3,,,69/114,blackandwhitebaseset,Shin Nagasawa,,,
570,Zorua,D,1,,,70/114,blackandwhitebaseset,Kouki Saitou,,,7/20/2019
630,Mandibuzz,D,3,,,73/114,blackandwhitebaseset,Kouki Saitou,,,
599,Klink,Sl,1,,,74/114,blackandwhitebaseset,Masakazu Fukuda,,,
600,Klang,Sl,2,,,75/114,blackandwhitebaseset,Naoki Saito,,,
504,Patrat,N,1,,,77/114,blackandwhitebaseset,Kagemaru Himeno,,,
504,Patrat,N,1,,,78/114,blackandwhitebaseset,Masakazu Fukuda,,,
506,Lillipup,N,1,,,80/114,blackandwhitebaseset,Masakazu Fukuda,,,
506,Lillipup,N,1,,,81/114,blackandwhitebaseset,sui,,,
508,Stoutland,N,3,,,83/114,blackandwhitebaseset,match,,,
519,Pidove,N,1,,,84/114,blackandwhitebaseset,Masakazu Fukuda,,,
520,Tranquill,N,2,,,85/114,blackandwhitebaseset,Kouki Saitou,,,
521,Unfezant,N,3,,,86/114,blackandwhitebaseset,Kagemaru Himeno,,,
531,Audino,N,2,,,87/114,blackandwhitebaseset,MAHOU,,,
572,Minccino,N,1,,,88/114,blackandwhitebaseset,sui,,,
626,Bouffalant,N,2,,,90/114,blackandwhitebaseset,Naoki Saito,,,
T,Energy Retrieval,I,2,,,92/114,blackandwhitebaseset,Kent Kanetsuna,,,
T,Energy Search,I,1,,,93/114,blackandwhitebaseset,Ryo Ueda,,,
T,Full Heal,I,2,,,95/114,blackandwhitebaseset,5ban Graphics,,,
T,Poke Ball,I,2,,,97/114,blackandwhitebaseset,Yuri Umemura,,,
T,Pokedex,I,2,,,98/114,blackandwhitebaseset,Noriko Hotta,,,
T,Pokemon Communication,I,2,,,99/114,blackandwhitebaseset,5ban Graphics,,,
T,Professor Juniper,Su,2,,,101/114,blackandwhitebaseset,Ken Sugimori,,,
T,Revive,I,2,,,102/114,blackandwhitebaseset,5ban Graphics,,,
T,Switch,I,1,Full,,104/114,blackandwhitebaseset,Ayaka Yoshida,,,
T,Water Energy,E,1,,,107/114,blackandwhitebaseset,,,,
267,Beautifly,G,3,,,21/127,platinumbaseset,Suwama Chiaki,,,
487,Giratina lv. 70,P,3,Art,,28/127,platinumbaseset,Yusuke Ishikawa,,,
370,Luvdisc,W,3,,,35/127,platinumbaseset,Kagemaru Himeno,,,
492,Shaymin,G,3,Reverse,,38/127,platinumbaseset,Kouki Saitou,Yes,,
389,Torterra,G,3,,,39/127,platinumbaseset,Kagemaru Himeno,,,
332,Cacturne,G,2,,,42/127,platinumbaseset,Mitsuhiro Arita,,,
268,Cascoon,G,2,,,44/127,platinumbaseset,Yukiko Baba,,,
408,Cranidos,Fg,2,,,46/127,platinumbaseset,Kouki Saitou,,,
169,Crobat G,P,2,,Team Galactic's,47/127,platinumbaseset,Makoto Imai,Used,,8/20/2019
229,Houndoom G,F,2,,Team Galactic's,50/127,platinumbaseset,Kent Kanetsuna,Used,,8/20/2019
262,Mightyena,D,2,,,54/127,platinumbaseset,Kouki Saitou,,,
89,Muk,P,2,,,57/127,platinumbaseset,Hajime Kusajima,,,
336,Seviper,P,2,,,61/127,platinumbaseset,Sumiyoshi Kizuki,,,
410,Shieldon,Sl,2,,,62/127,platinumbaseset,Mitsuhiro Arita,Used,,8/20/2019
113,Chansey,N,1,,,69/127,platinumbaseset,Kouki Saitou,,,
390,Chimchar,F,1,,,70/127,platinumbaseset,Kouki Saitou,,,
415,Combee,G,1,,,71/127,platinumbaseset,Kagemaru Himeno,,,
50,Diglett,Fg,1,,,72/127,platinumbaseset,Midori Harada,,,
206,Dunspace,N,1,,,73/127,platinumbaseset,Kouki Sairou,,,7/20/2019
309,Electrike,El,1,,,74/127,platinumbaseset,Miki Tanaka,,,
440,Happiny,N,1,,,76/127,platinumbaseset,Kagemaru Himeno,,,
401,Kricketot,G,1,,,78/127,platinumbaseset,Kyoko Umemoto,,,
131,Lapras,W,1,,,79/127,platinumbaseset,Mitsuhiro Arita,,,
200,Misdreavus,P,1,,,83/127,platinumbaseset,Kagemaru Himeno,Used,,8/20/2019
299,Nosepass,Fg,1,,,84/127,platinumbaseset,Mitsuhiro Arita,Used,,8/20/2019
54,Psyduck,W,1,,,87/127,platinumbaseset,Tomokazu Komiya,,,
223,Remoraid,W,1,,,90/127,platinumbaseset,Miki Tanaka,,,
447,Riolu,Fg,1,,,91/127,platinumbaseset,Kouki Saitou,,,
353,Shuppet,P,1,,,92/127,platinumbaseset,Kyoko Umemoto,,,
300,Skitty,N,1,,,93/127,platinumbaseset,Masakazu Fukuda,,,7/20/2019
287,Slakoth,N,1,,,95/127,platinumbaseset,Atsuko Nishida,Used,,8/20/2019
7,Squirtle,W,1,,,96/127,platinumbaseset,Masokazu Fukuda,Tattered Edges,,
333,Swablu,N,1,,,97/127,platinumbaseset,Kagemaru Himeno,,,
128,Tauros,N,1,,,98/127,platinumbaseset,Mitsuhiro Arita,,,
255,Torchic,F,1,,,99/127,platinumbaseset,Naoyo Kimura,,,
324,Torkoal,F,1,Reverse,,100/127,platinumbaseset,Kouki Saitou,,,
387,Turtwig,G,1,,,101/127,platinumbaseset,Kagemaru Himeno,,,
37,Vulpix,F,1,,,102/127,platinumbaseset,Mitsuhiro Arita,,,
T,Life Herd,T,2,Full,,108/127,platinumbaseset,Ryo Ueda,,,
T,Looker's Investigation,Su,2,Full,,109/127,platinumbaseset,Ken Sugimori,,,
T,Miasma Valley,S,2,,,111/127,platinumbaseset,Ryo Ueda,,,
T,Pokemon Rescue,T,2,,,115/127,platinumbaseset,Ryo Ueda,,,
T,Power Spray,T,2,,Team Galactic's,117/127,platinumbaseset,Yusuke Ishikawa,Bent,,
T,Armor Fossil,T,1,,,119/127,platinumbaseset,Ryo Ueda,,,
T,Skull Fossil,T,1,,,120/127,platinumbaseset,Ryo Ueda,,,
452,Drapion lv.X,D,5,Full,,123/127,platinumbaseset,Ryo Ueda,,,
114,Tangela,G,1,,,1/114,steamsiege,OOYAMA,,,7/14/2019
465,Tangrowth,G,2,,,2/114,steamsiege,kirisAki,,,7/26/2019
187,Hoppip,G,1,Card,,3/114,steamsiege,Mina Nakai,,,8/6/2019
188,Skiploom,G,2,,,4/114,steamsiege,Eri Yamaki,,,7/14/2019
193,Yanma,G,1,,,6/114,steamsiege,match,,,
469,Yanmega,G,3,,,7/114,steamsiege,Midori Harada,,,1/2/2020
273,Seedot,G,1,Full,,9/114,steamsiege,sui,,,4/12/2019
274,Nuzleaf,G,2,,,10/114,steamsiege,Ayaka Yoshida,,,9/17/2019
275,Shiftry,G,3,Reverse,Dual Type / Shiny,11/114,steamsiege,XXXXXX,,,6/15/2019
590,Foongus,G,1,,,12/114,steamsiege,Yuka Morii,,,12/28/2019
591,Amoonguss,G,3,,,13/114,steamsiege,Ken Sugimori,,,6/29/2019
636,Larvesta,G,1,,,14/114,steamsiege,Tomokazu Komiya,,,9/17/2019
637,Volcarona,G,3,,Dual Type / Shiny,15/114,steamsiege,Kouki Saitou,,,7/14/2019
77,Ponyta,F,1,,,16/114,steamsiege,Sumiyoshi Kizuki,,,
78,Rapidash,F,2,,,17/114,steamsiege,Yukiko Baba,,,
390,Chimchar,F,1,Card,,18/114,steamsiege,Shibuzoh,,,7/14/2019
391,Monferno,F,2,,,19/114,steamsiege,Mizue,,,12/28/2019
392,Infernape,F,3,Art,,20/114,steamsiege,Naoki Saito,,,2/16/2020
667,Litleo,F,1,Reverse,,22/114,steamsiege,Kyoko Umemoto,,,9/7/2019
226,Mantine,W,1,,,27/114,steamsiege,DemizuPosuka,,,12/28/2019
501,Oshawott,W,1,,,30/114,steamsiege,sui,,,
502,Dewott,W,2,,,31/114,steamsiege,Shin Nagasawa,,,
692,Clauncher,W,1,,,33/114,steamsiege,Kanako Eo,,,9/7/2019
712,Bergmite,W,1,,,36/114,steamsiege,Midori Harada,,,9/7/2019
713,Avalugg,W,3,Reverse,,37/114,steamsiege,Saya Tsuruta,,,12/28/2019
179,Mareep,El,1,,,38/114,steamsiege,Eri Yamaki,,,
180,Flaaffy,El,2,,,39/114,steamsiege,MAHOU,,,7/14/2019
181,Ampharos,El,3,,,40/114,steamsiege,Kanako Eo,,,8/6/2019
595,Joltik,El,1,,,41/114,steamsiege,Ayaka Yoshida,,,
596,Galvantula,El,3,,Dual Type / Shiny,42/114,steamsiege,match,,,
32,Nidoran M,P,1,,,43/114,steamsiege,Hasuno,,,7/26/2019
33,Nidorino,P,2,,,44/114,steamsiege,TOKIYA,,,
34,Nidoking,P,3,,,45/114,steamsiege,Mina Nakai,,,9/17/2019
425,Drifloom,P,1,,,46/114,steamsiege,kodama,,,8/6/2019
426,Drifblim,P,2,,,47/114,steamsiege,Miki Tanaka,,,
607,Litwick,P,1,,,48/114,steamsiege,Ken Sugimori,,,7/14/2019
608,Lampent,P,2,,,49/114,steamsiege,miki kudo,,,7/26/2019
609,Chandelure,P,3,Art,,50/114,steamsiege,Tomokazu Komiya,,,
720,Hoopa,P,3,Reverse,,51/114,steamsiege,Yoshinobu Saito,,,8/6/2019
56,Mankey,Fg,1,Reverse,,52/114,steamsiege,Hitoshi Ariga,,,9/17/2019
57,Primeape,Fg,3,,,53/114,steamsiege,Masakazu Fukuda,,,7/26/2019
299,Nosepass,Fg,1,,,54/114,steamsiege,You Iribi,,,
476,Probopass,Fg,3,Reverse,,55/114,steamsiege,MAHOU,,,12/28/2019
347,Anorith,Fg,2,Reverse,,56/114,steamsiege,Shigenori Negishi,,,
348,Armaldo,Fg,3,,,57/114,steamsiege,Satoshi Shirai,,,9/7/2019
453,Croagunk,Fg,1,,,58/114,steamsiege,Masakazu Fukuda,,,7/14/2019
454,Toxicroak,Fg,3,,,59/114,steamsiege,Hajime Kusajima,,,
215,Sneasel,D,1,,,60/114,steamsiege,Hajime Kusajima,,,
461,Weavile,D,3,,,61/114,steamsiege,kawayoo,,,9/7/2019
442,Spiritomb,D,3,,,62/114,steamsiege,Ken Sugimori,,,8/6/2019
624,Pawniard,D,1,,,63/114,steamsiege,Sumiyoshi Kizuki,,,
625,Bisharp,D,3,Reverse,Dual Type / Shiny,64/114,steamsiege,Shin Nagasawa,,,5/12/2019
208,Steelix EX,Sl,5,Full,Full Art,67/114,steamsiege,Eske Yoshinob,,,
410,Shieldon,Sl,2,,,69/114,steamsiege,Mizue,,,9/7/2019
599,Klink,Sl,1,,,71/114,steamsiege,Miki Tanaka,,,
600,Klang,Sl,2,,,72/114,steamsiege,Shigenori Negishi,,,
183,Marill,Fa,1,Reverse,,76/114,steamsiege,Shibuzoh,,,9/7/2019
184,Azumarill,Fa,2,,Dual Type / Shiny,77/114,steamsiege,Sanosuke Sakuma,,,
707,Klefki,Fa,2,,,80/114,steamsiege,Saya Tsuruta,,,6/29/2019
716,Xerneas,Fa,3,Art,,81/114,steamsiege,Megumi Mizutani,,,12/28/2019
716,Xerneas BREAK,Fa,5,Full,Full Art / Break,82/114,steamsiege,5ban Graphics,,,6/29/2019
621,Druddigon,Dr,3,Card,,83/114,steamsiege,kawayoo,,,7/14/2019
633,Deino,Dr,1,,,84/114,steamsiege,Suwama Chiaki,,,6/29/2019
634,Zweilous,Dr,2,,,85/114,steamsiege,Ken Sugimori,,,
635,Hydreigon,Dr,3,Reverse / Art,,86/114,steamsiege,Hideki Ishikawa,,,7/14/2019
52,Meowth,N,1,,,88/114,steamsiege,Masakazu Fukuda,,,
53,Persian,N,2,,,89/114,steamsiege,Anesaki Dynamic,,,
190,Aipom,N,1,,,90/114,steamsiege,Naoki Saito,,,4/12/2019
424,Ambipom,N,2,Reverse,,91/114,steamsiege,Atsuko Nishida,,,
627,Rufflet,N,1,Reverse,,92/114,steamsiege,Mitsuhiro Arita,,,
661,Fletchling,N,1,Reverse/Card,,94/114,steamsiege,TOKIYA,,,
662,Fletchinder,N,2,,,95/114,steamsiege,Shigenori Negishi,,,8/6/2019
701,Hawlucha,N,2,,,97/114,steamsiege,miki kudo,,,7/26/2019
T,Armor Fossil Shieldon,I,2,,,98/114,steamsiege,Toyste Beach,,,6/29/2019
T,Claw Fossil Anorith,I,2,,,100/114,steamsiege,Toyste Beach,,,7/30/2019
T,Gardevoir Spirit Link,I,2,,,101/114,steamsiege,5ban Graphics,,,8/6/2019
T,Greedy Dice,I,2,,,102/114,steamsiege,Toyste Beach,,,
T,Ninja Boy,Su,2,,,103/114,steamsiege,Megumi Mizutani,,,7/14/2019
T,Pokemon Ranger,Su,2,,,104/114,steamsiege,Yusuke Ohmura,,,
T,Special Charge,I,2,,,105/114,steamsiege,Toyste Beach,,,4/12/2019
T,Steelix Spirit Link,I,2,,,106/114,steamsiege,5ban Graphics,,,1/2/2020
201,Unown S,P,3,,,39/132,secretwonders,Kazuyuki Kano,,,
5,Charmeleon,F,2,Reverse,,46/132,secretwonders,Atsuko Nishida,Used,,8/20/2019
89,Muk,P,2,,,56/132,secretwonders,Daisuke Ito,,,
302,Sableye,D,2,,,63/132,secretwonders,Sumiyoshi Kizuki,Bent,,
235,Smeargle,N,2,,,66/132,secretwonders,Masakazu Fukuda,Used,,8/20/2019
238,Smoochum,P,2,,,67/132,secretwonders,Alsuko Nishida,Used,,8/20/2019
201,Unown K,P,2,,,68/132,secretwonders,Daisuke Ito,,,
201,Unown N,P,2,,,69/132,secretwonders,Daisuke Ito,,,
201,Unown Z,P,2,,,72/132,secretwonders,Kazuyuki Kano,,,
4,Charmander,F,1,,,82/132,secretwonders,Masokazu Fukuda,,,
187,Hoppip,G,1,,,90/132,secretwonders,Motofumi Fujiwara,,,
126,Magmar,F,1,,,93/132,secretwonders,Ken Sugimori,Used,,8/20/2019
179,Mareep,El,1,,,94/132,secretwonders,Atsuko Nishida,,,
177,Natu,P,1,,,96/132,secretwonders,Midori Harada,Used,,8/20/2019
280,Ralts,P,1,,,102/132,secretwonders,Sumiyoshi Kizuki,Used,,8/20/2019
161,Sentret,N,1,,,104/132,secretwonders,Midori Harada,,,
191,Sunkern,G,1,,,114/132,secretwonders,Midori Harada,,,
100,Voltorb,El,1,,,117/132,secretwonders,Satashi Ohta,Dirty,,
194,Wooper,W,1,,,118/132,secretwonders,Masakazu Fukuda,Used,,8/20/2019
357,Tropius,G,3,,,27/107,deoxys,Miki Tanaka,Used,,8/20/2019
326,Grumpig,P,2,,,32/107,deoxys,Ken Sugimori,Used,,8/20/2019
274,Nuzleaf,G,2,,,43/107,deoxys,Kouki Saitou,Used,,8/20/2019
374,Beldum,P,1,,,55/107,deoxys,Hisao Nakamura,Used,,8/20/2019
296,Makuhita,Fg,1,,,65/107,deoxys,Asuka Iwashita,Used,,8/20/2019
177,Natu,P,1,,,66/107,deoxys,Yuka Morii,Scratched,,7/20/2019
261,Poochyena,D,1,,,70/107,deoxys,Aimi Tomita,,,
218,Slugma,F,1,,,75/107,deoxys,Midori Harada,Used,,8/20/2019
333,Swablu,N,1,,,79/107,deoxys,Kyoko Umemoto,Used,,8/20/2019
T,Crystal Shard,T,2,,,85/107,deoxys,Jungo Suzuki,,,
43,Oddish,G,1,,,1/98,ancientorigins,MAHOU,,,7/7/2019
44,Gloom,G,2,,,2/98,ancientorigins,Masakazu Fukuda,,,7/30/2019
182,Bellossom,G,2,Art,,4/98,ancientorigins,Mizue,,,
167,Spinarak,G,1,,,5/98,ancientorigins,Naoyo Kimura,,,7/30/2019
168,Ariados,G,2,,,6/98,ancientorigins,Hajime Kusajima,,,7/7/2019
415,Combee,G,1,,,9/98,ancientorigins,Sumiyoshi Kizuki,,,7/30/2019
416,Vespiquen,G,2,,,10/98,ancientorigins,kawayoo,,,6/15/2019
136,Flareon,F,2,Reverse,,13/98,ancientorigins,sui,,,7/30/2019
244,Entei,F,3,,,14/98,ancientorigins,Naoki Saito,,,8/6/2019
244,Entei,F,3,Reverse,Full Art,15/98,ancientorigins,Mitsuhiro Arita,,,9/21/2019
636,Larvesta,F,1,,,16/98,ancientorigins,Satoshi Shirai,,,9/21/2019
637,Volcarona,F,3,,,18/98,ancientorigins,Kagemaru Himeno,,,7/30/2019
129,Magikarp,W,1,,,19/98,ancientorigins,Akira Komayama,,,5/12/2019
130,Gyarados,W,3,,,20/98,ancientorigins,Shin Nagasawa,,,5/12/2019
134,Vaporeon,W,2,Reverse,,22/98,ancientorigins,kirisAki,,,7/7/2019
135,Jolteon,El,3,Art,,26/98,ancientorigins,Sanosuke Sakuma,,,9/21/2019
181,M Ampharos EX,El,5,,,28/98,ancientorigins,5ban Graphics,,,7/7/2019
201,Unown,P,1,Card,,30/98,ancientorigins,Akira Komayama,,,7/30/2019
343,Baltoy,P,1,,Full Art,32/98,ancientorigins,Ayaka Yoshida,,,5/12/2019
344,Claydol,P,3,Card,,33/98,ancientorigins,Satoshi Shirai,,,7/7/2019
622,Golett,P,1,,,34/98,ancientorigins,Sanosuke Sakuma,,,5/12/2019
194,Wooper,Fg,1,,,38/98,ancientorigins,Sumiyoshi Kizuki,,,5/12/2019
195,Quagsire,Fg,1,,,39/98,ancientorigins,Naoyo Kimura,,,7/30/2019
623,Golurk,Fg,1,,,41/98,ancientorigins,Suwama Chiaki,,,7/7/2019
302,Sableye,D,2,,,44/98,ancientorigins,Hitoshi Ariga,,,5/12/2019
686,Inkay,D,1,,,45/98,ancientorigins,Tomokazu Komiya,,,7/7/2019
687,Malamar,D,1,,,46/98,ancientorigins,Masakazu Fukuda,,,6/15/2019
374,Beldum,Sl,1,,,47/98,ancientorigins,Yuka Morii,,,7/7/2019
280,Ralts,Fa,1,,,52/98,ancientorigins,Aya Kusube,,,5/12/2019
281,Kirlia,Fa,2,,,53/98,ancientorigins,match,,,5/18/2019
282,Gardevoir,Fa,3,Reverse,,54/98,ancientorigins,TOKIYA,,,5/18/2019
546,Cottonee,Fa,1,,,55/98,ancientorigins,Kanako Eo,,,7/20/2019
704,Goomy,Dr,1,,,58/98,ancientorigins,sui,,,7/7/2019
705,Sliggoo,Dr,2,,,59/98,ancientorigins,Midori Harada,,,5/12/2019
52,Meowth,N,1,,,61/98,ancientorigins,Kanako Eo,,,7/30/2019
53,Persian,N,1,Full,,62/98,ancientorigins,Mitsuhiro Arita,,,6/15/2019
T,Ace Trainer,Su,2,,,69/98,ancientorigins,Ken Sugimori,,,7/7/2019
T,Ampharos Spirit Link,I,2,,,70/98,ancientorigins,5ban Graphics,,,7/30/2019
T,Forest of Giant Plants,S,2,Card,,74/98,ancientorigins,Ryo Ueda,,,8/6/2019
T,Hex Maniac,Su,2,,,75/98,ancientorigins,Yusuke Ohmura,,,7/30/2019
T,Level Ball,I,2,Full,,76/98,ancientorigins,Toyste Beach,,,5/12/2019
T,Lucky Helmet,I,2,,,77/98,ancientorigins,Toyste Beach,,,6/15/2019
T,Paint Roller,I,2,,,79/98,ancientorigins,Toyste Beach,,,9/21/2019
134,Vaporeon,W,3,Reverse,,12/64,jungle,Kagemaru Himeno,,,
12,Butterfree,G,2,,,33/64,jungle,Kagemaru Himeno,,,
103,Exeggcutor,G,2,,,35/64,jungle,Kagemaru Himeno,,,
44,Gloom,G,2,,,37/64,jungle,Keiji Kinebuchi,Scratched,,
105,Marowak,Fg,2,,,39/64,jungle,Mitsuhiro Arita,,,
30,Nidorina,G,2,,,40/64,jungle,Ken Sugimori,,,
47,Parasect,G,2,,,41/64,jungle,Ken Sugimori,,,
57,Primeape,Fg,2,,Edition 1,43/64,jungle,Kagemaru Himeno,,,
57,Primeape,Fg,2,,,43/65,jungle,Kagemaru Himeno,,,
112,Rhydon,Fg,2,,,45/64,jungle,Kagemaru Himeno,,,
119,Seaking,W,2,,,46/64,jungle,Kagemaru Himeno,Bent,,
70,Weepinbell,G,2,,,48/64,jungle,Kagemaru Himeno,,,
69,Bellsprout,G,1,,,49/64,jungle,Kagemaru Himeno,Scratched,,
104,Cubone,Fg,1,,,50/64,jungle,Mitsuhiro Arita,,,
133,Eevee,N,1,,,51/64,jungle,Kagemaru Himeno,,,
102,Exeggcute,G,1,,,52/64,jungle,Mitsuhiro Arita,,,
118,Goldeen,W,1,,,53/64,jungle,Kagemaru Himeno,,,
39,Jigglypuff,N,1,,,54/64,jungle,Kagemaru Himeno,,,
56,Mankey,Fg,1,,,55/64,jungle,Kagemaru Himeno,,,
52,Meowth,N,1,,,56/64,jungle,Mitsuhiro Arita,,,
29,Nidoran F,G,1,,,57/64,jungle,Ken Sugimori,,,
43,Oddish,G,1,,,58/64,jungle,Keiji Kinebuchi,,,
111,Rhyhorn,Fg,1,,,61/64,jungle,Mitsuhiro Arita,,,
48,Venonant,G,1,,,63/64,jungle,Mitsuhiro Arita,,,
48,Venonant,G,1,,Edition 1,63/64,jungle,Mitsuhiro Arita,,,
T,Poke Ball,T,1,,,64/64,jungle,Keiji Kinebuchi,,,
169,Crobat,G,3,Art,Delta Species,2/113,deltaspecies,Ryo Ueda,,,
373,Salamence,F,3,Art,Delta Species,14/113,deltaspecies,Ryo Ueda,,,
233,Porygon2,N,3,,,25/113,deltaspecies,Hisao Nakamura,,,
277,Swellow,N,3,,,32/113,deltaspecies,Atsuko Nishida,,,
110,Weezing,G,3,,,33/113,deltaspecies,Yukiko Baba,Used,,8/20/2019
42,Golbat,G,2,,,43/113,deltaspecies,Yukiko Baba,Used,,8/20/2019
78,Rapidash,F,2,,,52/113,deltaspecies,Atsuko Nishida,,,
371,Bagon,F,1,,Delta Species,57/113,deltaspecies,Masokazu Fukuda,,,
147,Dratini,El,1,,Delta Species,65/113,deltaspecies,Hajime Kusajima,Used,,8/20/2019
100,Holon's Voltorb,El,1,,,71/113,deltaspecies,Takao Unno,Used,,8/20/2019
109,Koffing,G,1,,,72/113,deltaspecies,Sachiko Adachi,Used,,8/20/2019
52,Meowth,N,1,,,77/113,deltaspecies,Hiroki Fuchino,,,
77,Ponyta,F,1,,,78/113,deltaspecies,Naoyo Kimura,,,
137,Porygon,N,1,,,80/113,deltaspecies,Hisao Nakamura,,,
276,Tailow,N,1,,,86/113,deltaspecies,Tomokazu Komiya,,,
41,Zubat,G,1,,,88/113,deltaspecies,Tomokazu Komiya,Used,,8/20/2019
T,Dual Ball,T,2,,,89/113,deltaspecies,'Big Mama' Tagawa,,,
T,Holon Lass,Su,2,,,92/113,deltaspecies,Kouki Saitou,,,
T,Holon Researcher,Su,2,,,95/113,deltaspecies,Kanako Eo,,,
T,Master Ball,T,2,,,99/113,deltaspecies,Keiji Kinebuchi,,,
T,Potion,T,1,,,101/113,deltaspecies,Shin-ichi Yoshikawa,,,
T,Switch,T,1,,,102/113,deltaspecies,Hiromichi Sugiyama,,,
T,Metal Energy,E,3,,,107/113,deltaspecies,Milky Isobe,,,
1,Bulbasaur,G,1,,,1/73,shininglegends,Mizue,,,7/20/2019
2,Ivysaur,G,1,,,2/73,shininglegends,Kouki Saitou,,,11/16/2019
3,Venusaur,G,2,,,3/73,shininglegends,Eske Yoshinob,,,11/16/2019
640,Virizion,G,3,Art,,8/73,shininglegends,kawayoo,,,11/16/2019
636,Larvesta,F,1,,,12/73,shininglegends,kawayoo,,,7/20/2019
725,Litten,F,1,,,15/73,shininglegends,Mitsuhiro Arita,,,11/16/2019
726,Torracat,F,1,,,16/73,shininglegends,Shin Nagasawa,,,7/20/2019
727,Incineroar,F,2,,,17/73,shininglegends,Emi Ando,,,11/16/2019
158,Totodile,W,1,,,18/73,shininglegends,TOKIYA,,,11/16/2019
159,Croconaw,W,1,,,19/73,shininglegends,Naoki Saito,,,11/16/2019
160,Feraligatr,W,2,,,20/73,shininglegends,nogimiso,,,11/16/2019
211,Qwilfish,W,1,,,21/73,shininglegends,Shin Nagasawa,,,11/16/2019
418,Buizel,W,1,,,22/73,shininglegends,Sekio,,,11/16/2019
419,Floatzel,W,2,,,23/73,shininglegends,Suwama Chiaki,,,11/16/2019
490,Manaphy,W,3,Art,,25/73,shininglegends,Kagemaru Himeno,,,11/16/2019
25,Pikachu,El,1,,,28/73,shininglegends,Kagemaru Himeno,,,7/20/2019
100,Voltorb,El,1,,,30/73,shininglegends,match,,,11/16/2019
101,Electrode,El,2,,,31/73,shininglegends,Kyoko Umemoto,,,11/16/2019
311,Plusle,El,1,,,33/73,shininglegends,Tomokazu Komiya,,,7/20/2019
312,Minun,El,1,,,34/73,shininglegends,nogimiso,,,11/16/2019
23,Ekans,P,1,Reverse,,36/73,shininglegends,DemizuPosuko,,,11/16/2019
24,Arbok,P,2,Reverse,,37/73,shininglegends,kodama,,,11/16/2019
381,Latios,P,3,Art,,41/73,shininglegends,Mitsuhiro Arita,,,11/16/2019
622,Golett,P,1,,,43/73,shininglegends,Kyoko Umemoto,,,11/16/2019
802,Marshadow,P,3,Art,HoloBleed,45/73,shininglegends,Emi Anda,,,11/16/2019
618,Stunfisk,Fg,1,,,46/73,shininglegends,Naoyo Kimura,,,11/16/2019
442,Spiritomb,D,2,Reverse,,47/73,shininglegends,Kouki Saitou,,,11/16/2019
509,Purrlion,D,1,,,48/73,shininglegends,Naoyo Kimura,,,11/16/2019
510,Liepard,D,2,,,49/73,shininglegends,kawayoo,,,11/16/2019
559,Scraggy,D,1,,,50/73,shininglegends,Sekio,,,11/16/2019
560,Scrafty,D,2,,,51/73,shininglegends,Mitsuhiro Arita,,,11/16/2019
570,Zorua,D,1,,,52/73,shininglegends,kodama,,,7/20/2019
571,Zoroark GX,D,3,Full,Full Art,53/73,shininglegends,5ban Graphics,,,11/16/2019
T,Damage Mover,I,2,,,58/73,shininglegends,Toyste Beach,,,11/16/2019
T,Hau,Su,2,Reverse,,61/73,shininglegends,Ken Sugimori,,,11/16/2019
T,Lillie,Su,2,,,62/73,shininglegends,Ken Sugimori,,,11/16/2019
T,Pokemon Catcher,I,2,,,64/73,shininglegends,Toyste Beach,,,11/16/2019
T,Super Scoop Up,I,2,,,66/73,shininglegends,Toyste Beach,,,11/16/2019
T,Ultra Ball,I,2,Reverse,,68/73,shininglegends,Ryo Ueda,,,11/16/2019
T,Ultra Ball,I,2,Reverse,Alternate Art / League Cup,68a/73,shininglegends,Ryo Ueda,,,1/29/2020
11,Metapod,G,2,,,2/192,rebelclash,Asako Ito,,,4/25/2020
123,Scyther,G,1,,,4/192,rebelclash,KEIICHIRO ITO,,,5/16/2020
270,Lotad,G,1,Reverse,,7/192,rebelclash,Sumiyoshi Kizuki,,,5/16/2020
271,Lombre,G,2,,,8/192,rebelclash,Miki Tanaka,,,4/25/2020
272,Ludicolo,G,3,,,9/192,rebelclash,Masakazu Fukuda,,,4/25/2020
283,Surskit,G,1,,,10/192,rebelclash,Masakazu Fukuda,,,4/25/2020
284,Masquerain,G,2,,,11/192,rebelclash,chibi,,,4/25/2020
459,Snover,G,1,,,12/192,rebelclash,Shibuzoh.,,,4/25/2020
708,Phantump,G,1,Reverse,,14/192,rebelclash,sui,,,4/25/2020
736,Grubbin,G,1,,,16/192,rebelclash,Tomokazu Komiya,,,4/25/2020
812,Rillaboom V,G,5,Full,Full Art,17/192,rebelclash,5ban Graphics,,,4/25/2020
840,Applin,G,1,Reverse,,20/192,rebelclash,Mizue,,,5/16/2020
840,Applin,G,1,,,21/192,rebelclash,Kagemaru Himeno,,,4/25/2020
37,Vulpix,F,1,,,24/192,rebelclash,sui,,,4/25/2020
38,Ninetales,F,3,,,25/192,rebelclash,AKIRA EGAWA,,,5/16/2020
